"Hand: AAQQT, jokers: 0, comb: two_pair"
"Hand: 47AKT, jokers: 0, comb: higher_card"
"Hand: 47AKT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 588AT, jokers: 0, comb: one_pair"
"Hand: 588AT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 229JJ, jokers: 2, comb: two_pair"
"Hand: 229JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 22459, jokers: 0, comb: one_pair"
"Hand: 22459, jokers: 0, comb: one_pair --> one_pair"
"Hand: 5667K, jokers: 0, comb: one_pair"
"Hand: 5667K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2368K, jokers: 0, comb: higher_card"
"Hand: 2368K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 477KK, jokers: 0, comb: two_pair"
"Hand: 477KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 668JT, jokers: 1, comb: one_pair"
"Hand: 668JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 445AJ, jokers: 1, comb: one_pair"
"Hand: 445AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 489KQ, jokers: 0, comb: higher_card"
"Hand: 489KQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4589J, jokers: 1, comb: higher_card"
"Hand: 4589J, jokers: 1, comb: higher_card --> one_pair"
"Hand: 25599, jokers: 0, comb: two_pair"
"Hand: 25599, jokers: 0, comb: two_pair --> two_pair"
"Hand: 28899, jokers: 0, comb: two_pair"
"Hand: 28899, jokers: 0, comb: two_pair --> two_pair"
"Hand: 4689Q, jokers: 0, comb: higher_card"
"Hand: 4689Q, jokers: 0, comb: higher_card --> higher_card"
"Hand: 44ATT, jokers: 0, comb: two_pair"
"Hand: 44ATT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 24QQT, jokers: 0, comb: one_pair"
"Hand: 24QQT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 38TTT, jokers: 0, comb: three_kind"
"Hand: 38TTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 57AAA, jokers: 0, comb: three_kind"
"Hand: 57AAA, jokers: 0, comb: three_kind --> three_kind"
"Hand: 3558A, jokers: 0, comb: one_pair"
"Hand: 3558A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 59JKK, jokers: 1, comb: one_pair"
"Hand: 59JKK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 3444Q, jokers: 0, comb: three_kind"
"Hand: 3444Q, jokers: 0, comb: three_kind --> three_kind"
"Hand: 239KT, jokers: 0, comb: higher_card"
"Hand: 239KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 3999Q, jokers: 0, comb: three_kind"
"Hand: 3999Q, jokers: 0, comb: three_kind --> three_kind"
"Hand: 33JKT, jokers: 1, comb: one_pair"
"Hand: 33JKT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 259JT, jokers: 1, comb: higher_card"
"Hand: 259JT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 22225, jokers: 0, comb: four_kind"
"Hand: 22225, jokers: 0, comb: four_kind --> four_kind"
"Hand: 44488, jokers: 0, comb: full_house"
"Hand: 44488, jokers: 0, comb: full_house --> full_house"
"Hand: 77799, jokers: 0, comb: full_house"
"Hand: 77799, jokers: 0, comb: full_house --> full_house"
"Hand: 55AJK, jokers: 1, comb: one_pair"
"Hand: 55AJK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 3444A, jokers: 0, comb: three_kind"
"Hand: 3444A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 225TT, jokers: 0, comb: two_pair"
"Hand: 225TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 3569T, jokers: 0, comb: higher_card"
"Hand: 3569T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 22AAQ, jokers: 0, comb: two_pair"
"Hand: 22AAQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: AAATT, jokers: 0, comb: full_house"
"Hand: AAATT, jokers: 0, comb: full_house --> full_house"
"Hand: 66JKK, jokers: 1, comb: two_pair"
"Hand: 66JKK, jokers: 1, comb: two_pair --> full_house"
"Hand: 45AAK, jokers: 0, comb: one_pair"
"Hand: 45AAK, jokers: 0, comb: one_pair --> one_pair"
"Hand: 334TT, jokers: 0, comb: two_pair"
"Hand: 334TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2699K, jokers: 0, comb: one_pair"
"Hand: 2699K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 33334, jokers: 0, comb: four_kind"
"Hand: 33334, jokers: 0, comb: four_kind --> four_kind"
"Hand: AAAJQ, jokers: 1, comb: three_kind"
"Hand: AAAJQ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 39JQQ, jokers: 1, comb: one_pair"
"Hand: 39JQQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 39999, jokers: 0, comb: four_kind"
"Hand: 39999, jokers: 0, comb: four_kind --> four_kind"
"Hand: 338AJ, jokers: 1, comb: one_pair"
"Hand: 338AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 33999, jokers: 0, comb: full_house"
"Hand: 33999, jokers: 0, comb: full_house --> full_house"
"Hand: JJTTT, jokers: 2, comb: full_house"
"Hand: JJTTT, jokers: 2, comb: full_house --> five_kind"
"Hand: 9AKQT, jokers: 0, comb: higher_card"
"Hand: 9AKQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 555KQ, jokers: 0, comb: three_kind"
"Hand: 555KQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 22244, jokers: 0, comb: full_house"
"Hand: 22244, jokers: 0, comb: full_house --> full_house"
"Hand: 2266Q, jokers: 0, comb: two_pair"
"Hand: 2266Q, jokers: 0, comb: two_pair --> two_pair"
"Hand: 57JJK, jokers: 2, comb: one_pair"
"Hand: 57JJK, jokers: 2, comb: one_pair --> three_kind"
"Hand: 6JKQQ, jokers: 1, comb: one_pair"
"Hand: 6JKQQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 99JTT, jokers: 1, comb: two_pair"
"Hand: 99JTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 446KK, jokers: 0, comb: two_pair"
"Hand: 446KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 9KKKQ, jokers: 0, comb: three_kind"
"Hand: 9KKKQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4488Q, jokers: 0, comb: two_pair"
"Hand: 4488Q, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2289K, jokers: 0, comb: one_pair"
"Hand: 2289K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 778JJ, jokers: 2, comb: two_pair"
"Hand: 778JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 27799, jokers: 0, comb: two_pair"
"Hand: 27799, jokers: 0, comb: two_pair --> two_pair"
"Hand: 668AJ, jokers: 1, comb: one_pair"
"Hand: 668AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 555TT, jokers: 0, comb: full_house"
"Hand: 555TT, jokers: 0, comb: full_house --> full_house"
"Hand: 469KQ, jokers: 0, comb: higher_card"
"Hand: 469KQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 44466, jokers: 0, comb: full_house"
"Hand: 44466, jokers: 0, comb: full_house --> full_house"
"Hand: 999JJ, jokers: 2, comb: full_house"
"Hand: 999JJ, jokers: 2, comb: full_house --> five_kind"
"Hand: 2667A, jokers: 0, comb: one_pair"
"Hand: 2667A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 7AQQQ, jokers: 0, comb: three_kind"
"Hand: 7AQQQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 666AA, jokers: 0, comb: full_house"
"Hand: 666AA, jokers: 0, comb: full_house --> full_house"
"Hand: 5688T, jokers: 0, comb: one_pair"
"Hand: 5688T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 4JKKK, jokers: 1, comb: three_kind"
"Hand: 4JKKK, jokers: 1, comb: three_kind --> four_kind"
"Hand: 48999, jokers: 0, comb: three_kind"
"Hand: 48999, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4449J, jokers: 1, comb: three_kind"
"Hand: 4449J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 388JK, jokers: 1, comb: one_pair"
"Hand: 388JK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 299KK, jokers: 0, comb: two_pair"
"Hand: 299KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 3777A, jokers: 0, comb: three_kind"
"Hand: 3777A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 69JKQ, jokers: 1, comb: higher_card"
"Hand: 69JKQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 338AK, jokers: 0, comb: one_pair"
"Hand: 338AK, jokers: 0, comb: one_pair --> one_pair"
"Hand: 39JTT, jokers: 1, comb: one_pair"
"Hand: 39JTT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 89999, jokers: 0, comb: four_kind"
"Hand: 89999, jokers: 0, comb: four_kind --> four_kind"
"Hand: 478JT, jokers: 1, comb: higher_card"
"Hand: 478JT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4699J, jokers: 1, comb: one_pair"
"Hand: 4699J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 55AAQ, jokers: 0, comb: two_pair"
"Hand: 55AAQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2347T, jokers: 0, comb: higher_card"
"Hand: 2347T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 444KQ, jokers: 0, comb: three_kind"
"Hand: 444KQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 7777K, jokers: 0, comb: four_kind"
"Hand: 7777K, jokers: 0, comb: four_kind --> four_kind"
"Hand: 5TTTT, jokers: 0, comb: four_kind"
"Hand: 5TTTT, jokers: 0, comb: four_kind --> four_kind"
"Hand: JJJKK, jokers: 3, comb: full_house"
"Hand: JJJKK, jokers: 3, comb: full_house --> five_kind"
"Hand: 999KK, jokers: 0, comb: full_house"
"Hand: 999KK, jokers: 0, comb: full_house --> full_house"
"Hand: 456AJ, jokers: 1, comb: higher_card"
"Hand: 456AJ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 999AA, jokers: 0, comb: full_house"
"Hand: 999AA, jokers: 0, comb: full_house --> full_house"
"Hand: 46AAK, jokers: 0, comb: one_pair"
"Hand: 46AAK, jokers: 0, comb: one_pair --> one_pair"
"Hand: 49AAJ, jokers: 1, comb: one_pair"
"Hand: 49AAJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 5555Q, jokers: 0, comb: four_kind"
"Hand: 5555Q, jokers: 0, comb: four_kind --> four_kind"
"Hand: 4466J, jokers: 1, comb: two_pair"
"Hand: 4466J, jokers: 1, comb: two_pair --> full_house"
"Hand: 55AKT, jokers: 0, comb: one_pair"
"Hand: 55AKT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 66888, jokers: 0, comb: full_house"
"Hand: 66888, jokers: 0, comb: full_house --> full_house"
"Hand: 3888J, jokers: 1, comb: three_kind"
"Hand: 3888J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 22JQQ, jokers: 1, comb: two_pair"
"Hand: 22JQQ, jokers: 1, comb: two_pair --> full_house"
"Hand: 25689, jokers: 0, comb: higher_card"
"Hand: 25689, jokers: 0, comb: higher_card --> higher_card"
"Hand: 348KT, jokers: 0, comb: higher_card"
"Hand: 348KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 22255, jokers: 0, comb: full_house"
"Hand: 22255, jokers: 0, comb: full_house --> full_house"
"Hand: 269JQ, jokers: 1, comb: higher_card"
"Hand: 269JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 37778, jokers: 0, comb: three_kind"
"Hand: 37778, jokers: 0, comb: three_kind --> three_kind"
"Hand: 3334T, jokers: 0, comb: three_kind"
"Hand: 3334T, jokers: 0, comb: three_kind --> three_kind"
"Hand: 44AAJ, jokers: 1, comb: two_pair"
"Hand: 44AAJ, jokers: 1, comb: two_pair --> full_house"
"Hand: JJKQQ, jokers: 2, comb: two_pair"
"Hand: JJKQQ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 3679A, jokers: 0, comb: higher_card"
"Hand: 3679A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 399JK, jokers: 1, comb: one_pair"
"Hand: 399JK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 3599J, jokers: 1, comb: one_pair"
"Hand: 3599J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 33489, jokers: 0, comb: one_pair"
"Hand: 33489, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2468K, jokers: 0, comb: higher_card"
"Hand: 2468K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 38AJT, jokers: 1, comb: higher_card"
"Hand: 38AJT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 3889A, jokers: 0, comb: one_pair"
"Hand: 3889A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 788JJ, jokers: 2, comb: two_pair"
"Hand: 788JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 2566T, jokers: 0, comb: one_pair"
"Hand: 2566T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 44568, jokers: 0, comb: one_pair"
"Hand: 44568, jokers: 0, comb: one_pair --> one_pair"
"Hand: 34677, jokers: 0, comb: one_pair"
"Hand: 34677, jokers: 0, comb: one_pair --> one_pair"
"Hand: 28AAT, jokers: 0, comb: one_pair"
"Hand: 28AAT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 288KQ, jokers: 0, comb: one_pair"
"Hand: 288KQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 333JK, jokers: 1, comb: three_kind"
"Hand: 333JK, jokers: 1, comb: three_kind --> four_kind"
"Hand: 35999, jokers: 0, comb: three_kind"
"Hand: 35999, jokers: 0, comb: three_kind --> three_kind"
"Hand: 688JT, jokers: 1, comb: one_pair"
"Hand: 688JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 777KK, jokers: 0, comb: full_house"
"Hand: 777KK, jokers: 0, comb: full_house --> full_house"
"Hand: 34679, jokers: 0, comb: higher_card"
"Hand: 34679, jokers: 0, comb: higher_card --> higher_card"
"Hand: 34KQT, jokers: 0, comb: higher_card"
"Hand: 34KQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 588QT, jokers: 0, comb: one_pair"
"Hand: 588QT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 44777, jokers: 0, comb: full_house"
"Hand: 44777, jokers: 0, comb: full_house --> full_house"
"Hand: 788AJ, jokers: 1, comb: one_pair"
"Hand: 788AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 44446, jokers: 0, comb: four_kind"
"Hand: 44446, jokers: 0, comb: four_kind --> four_kind"
"Hand: 3399J, jokers: 1, comb: two_pair"
"Hand: 3399J, jokers: 1, comb: two_pair --> full_house"
"Hand: 3368A, jokers: 0, comb: one_pair"
"Hand: 3368A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 44779, jokers: 0, comb: two_pair"
"Hand: 44779, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2555Q, jokers: 0, comb: three_kind"
"Hand: 2555Q, jokers: 0, comb: three_kind --> three_kind"
"Hand: 8888J, jokers: 1, comb: four_kind"
"Hand: 8888J, jokers: 1, comb: four_kind --> five_kind"
"Hand: 579AQ, jokers: 0, comb: higher_card"
"Hand: 579AQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 23468, jokers: 0, comb: higher_card"
"Hand: 23468, jokers: 0, comb: higher_card --> higher_card"
"Hand: 46KQT, jokers: 0, comb: higher_card"
"Hand: 46KQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 3333Q, jokers: 0, comb: four_kind"
"Hand: 3333Q, jokers: 0, comb: four_kind --> four_kind"
"Hand: 336JT, jokers: 1, comb: one_pair"
"Hand: 336JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: AAKKK, jokers: 0, comb: full_house"
"Hand: AAKKK, jokers: 0, comb: full_house --> full_house"
"Hand: AAJQQ, jokers: 1, comb: two_pair"
"Hand: AAJQQ, jokers: 1, comb: two_pair --> full_house"
"Hand: 3399Q, jokers: 0, comb: two_pair"
"Hand: 3399Q, jokers: 0, comb: two_pair --> two_pair"
"Hand: 9JKKT, jokers: 1, comb: one_pair"
"Hand: 9JKKT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 689JK, jokers: 1, comb: higher_card"
"Hand: 689JK, jokers: 1, comb: higher_card --> one_pair"
"Hand: 555JK, jokers: 1, comb: three_kind"
"Hand: 555JK, jokers: 1, comb: three_kind --> four_kind"
"Hand: 2888K, jokers: 0, comb: three_kind"
"Hand: 2888K, jokers: 0, comb: three_kind --> three_kind"
"Hand: 288AK, jokers: 0, comb: one_pair"
"Hand: 288AK, jokers: 0, comb: one_pair --> one_pair"
"Hand: 99AAA, jokers: 0, comb: full_house"
"Hand: 99AAA, jokers: 0, comb: full_house --> full_house"
"Hand: 2229J, jokers: 1, comb: three_kind"
"Hand: 2229J, jokers: 1, comb: three_kind --> four_kind"
"Hand: AQQQQ, jokers: 0, comb: four_kind"
"Hand: AQQQQ, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2567A, jokers: 0, comb: higher_card"
"Hand: 2567A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4566T, jokers: 0, comb: one_pair"
"Hand: 4566T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 7ATTT, jokers: 0, comb: three_kind"
"Hand: 7ATTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 778KK, jokers: 0, comb: two_pair"
"Hand: 778KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 679QT, jokers: 0, comb: higher_card"
"Hand: 679QT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 36JQQ, jokers: 1, comb: one_pair"
"Hand: 36JQQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 68ATT, jokers: 0, comb: one_pair"
"Hand: 68ATT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 5888J, jokers: 1, comb: three_kind"
"Hand: 5888J, jokers: 1, comb: three_kind --> four_kind"
"Hand: KKKQT, jokers: 0, comb: three_kind"
"Hand: KKKQT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 245KK, jokers: 0, comb: one_pair"
"Hand: 245KK, jokers: 0, comb: one_pair --> one_pair"
"Hand: 22334, jokers: 0, comb: two_pair"
"Hand: 22334, jokers: 0, comb: two_pair --> two_pair"
"Hand: 888KT, jokers: 0, comb: three_kind"
"Hand: 888KT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 34JQT, jokers: 1, comb: higher_card"
"Hand: 34JQT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 59AQT, jokers: 0, comb: higher_card"
"Hand: 59AQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: JKKQQ, jokers: 1, comb: two_pair"
"Hand: JKKQQ, jokers: 1, comb: two_pair --> full_house"
"Hand: 3355J, jokers: 1, comb: two_pair"
"Hand: 3355J, jokers: 1, comb: two_pair --> full_house"
"Hand: 458JQ, jokers: 1, comb: higher_card"
"Hand: 458JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4777A, jokers: 0, comb: three_kind"
"Hand: 4777A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 22556, jokers: 0, comb: two_pair"
"Hand: 22556, jokers: 0, comb: two_pair --> two_pair"
"Hand: 466JJ, jokers: 2, comb: two_pair"
"Hand: 466JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 338JQ, jokers: 1, comb: one_pair"
"Hand: 338JQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 468AK, jokers: 0, comb: higher_card"
"Hand: 468AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4779A, jokers: 0, comb: one_pair"
"Hand: 4779A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 22AJQ, jokers: 1, comb: one_pair"
"Hand: 22AJQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 33379, jokers: 0, comb: three_kind"
"Hand: 33379, jokers: 0, comb: three_kind --> three_kind"
"Hand: 569KQ, jokers: 0, comb: higher_card"
"Hand: 569KQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4677J, jokers: 1, comb: one_pair"
"Hand: 4677J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 247AJ, jokers: 1, comb: higher_card"
"Hand: 247AJ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 23399, jokers: 0, comb: two_pair"
"Hand: 23399, jokers: 0, comb: two_pair --> two_pair"
"Hand: 3337J, jokers: 1, comb: three_kind"
"Hand: 3337J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 567AT, jokers: 0, comb: higher_card"
"Hand: 567AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 8AAAA, jokers: 0, comb: four_kind"
"Hand: 8AAAA, jokers: 0, comb: four_kind --> four_kind"
"Hand: 337KK, jokers: 0, comb: two_pair"
"Hand: 337KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 33347, jokers: 0, comb: three_kind"
"Hand: 33347, jokers: 0, comb: three_kind --> three_kind"
"Hand: 339QQ, jokers: 0, comb: two_pair"
"Hand: 339QQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 5JKKQ, jokers: 1, comb: one_pair"
"Hand: 5JKKQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 999TT, jokers: 0, comb: full_house"
"Hand: 999TT, jokers: 0, comb: full_house --> full_house"
"Hand: 6666T, jokers: 0, comb: four_kind"
"Hand: 6666T, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2379T, jokers: 0, comb: higher_card"
"Hand: 2379T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 55577, jokers: 0, comb: full_house"
"Hand: 55577, jokers: 0, comb: full_house --> full_house"
"Hand: 47JJT, jokers: 2, comb: one_pair"
"Hand: 47JJT, jokers: 2, comb: one_pair --> three_kind"
"Hand: 26666, jokers: 0, comb: four_kind"
"Hand: 26666, jokers: 0, comb: four_kind --> four_kind"
"Hand: 7999K, jokers: 0, comb: three_kind"
"Hand: 7999K, jokers: 0, comb: three_kind --> three_kind"
"Hand: 237KT, jokers: 0, comb: higher_card"
"Hand: 237KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 24699, jokers: 0, comb: one_pair"
"Hand: 24699, jokers: 0, comb: one_pair --> one_pair"
"Hand: 36666, jokers: 0, comb: four_kind"
"Hand: 36666, jokers: 0, comb: four_kind --> four_kind"
"Hand: 379KK, jokers: 0, comb: one_pair"
"Hand: 379KK, jokers: 0, comb: one_pair --> one_pair"
"Hand: 444AJ, jokers: 1, comb: three_kind"
"Hand: 444AJ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 2456Q, jokers: 0, comb: higher_card"
"Hand: 2456Q, jokers: 0, comb: higher_card --> higher_card"
"Hand: AAAJK, jokers: 1, comb: three_kind"
"Hand: AAAJK, jokers: 1, comb: three_kind --> four_kind"
"Hand: 459JQ, jokers: 1, comb: higher_card"
"Hand: 459JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: ATTTT, jokers: 0, comb: four_kind"
"Hand: ATTTT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2478T, jokers: 0, comb: higher_card"
"Hand: 2478T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 479AK, jokers: 0, comb: higher_card"
"Hand: 479AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4678T, jokers: 0, comb: higher_card"
"Hand: 4678T, jokers: 0, comb: higher_card --> higher_card"
"Hand: 228KQ, jokers: 0, comb: one_pair"
"Hand: 228KQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 22JTT, jokers: 1, comb: two_pair"
"Hand: 22JTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 266QQ, jokers: 0, comb: two_pair"
"Hand: 266QQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 6QQQQ, jokers: 0, comb: four_kind"
"Hand: 6QQQQ, jokers: 0, comb: four_kind --> four_kind"
"Hand: 22299, jokers: 0, comb: full_house"
"Hand: 22299, jokers: 0, comb: full_house --> full_house"
"Hand: 699JK, jokers: 1, comb: one_pair"
"Hand: 699JK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 2299J, jokers: 1, comb: two_pair"
"Hand: 2299J, jokers: 1, comb: two_pair --> full_house"
"Hand: 333TT, jokers: 0, comb: full_house"
"Hand: 333TT, jokers: 0, comb: full_house --> full_house"
"Hand: 2555J, jokers: 1, comb: three_kind"
"Hand: 2555J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 26AJT, jokers: 1, comb: higher_card"
"Hand: 26AJT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 2335K, jokers: 0, comb: one_pair"
"Hand: 2335K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 4499K, jokers: 0, comb: two_pair"
"Hand: 4499K, jokers: 0, comb: two_pair --> two_pair"
"Hand: 499AQ, jokers: 0, comb: one_pair"
"Hand: 499AQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 5QTTT, jokers: 0, comb: three_kind"
"Hand: 5QTTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4444Q, jokers: 0, comb: four_kind"
"Hand: 4444Q, jokers: 0, comb: four_kind --> four_kind"
"Hand: 66667, jokers: 0, comb: four_kind"
"Hand: 66667, jokers: 0, comb: four_kind --> four_kind"
"Hand: 4699K, jokers: 0, comb: one_pair"
"Hand: 4699K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3JKKQ, jokers: 1, comb: one_pair"
"Hand: 3JKKQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 6ATTT, jokers: 0, comb: three_kind"
"Hand: 6ATTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 228AK, jokers: 0, comb: one_pair"
"Hand: 228AK, jokers: 0, comb: one_pair --> one_pair"
"Hand: 49AQT, jokers: 0, comb: higher_card"
"Hand: 49AQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 7777J, jokers: 1, comb: four_kind"
"Hand: 7777J, jokers: 1, comb: four_kind --> five_kind"
"Hand: 4559J, jokers: 1, comb: one_pair"
"Hand: 4559J, jokers: 1, comb: one_pair --> two_pair"
"Hand: AATTT, jokers: 0, comb: full_house"
"Hand: AATTT, jokers: 0, comb: full_house --> full_house"
"Hand: 33335, jokers: 0, comb: four_kind"
"Hand: 33335, jokers: 0, comb: four_kind --> four_kind"
"Hand: 569AT, jokers: 0, comb: higher_card"
"Hand: 569AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 24455, jokers: 0, comb: two_pair"
"Hand: 24455, jokers: 0, comb: two_pair --> two_pair"
"Hand: 88JQQ, jokers: 1, comb: two_pair"
"Hand: 88JQQ, jokers: 1, comb: two_pair --> full_house"
"Hand: 339JT, jokers: 1, comb: one_pair"
"Hand: 339JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 44467, jokers: 0, comb: three_kind"
"Hand: 44467, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2228J, jokers: 1, comb: three_kind"
"Hand: 2228J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 559JJ, jokers: 2, comb: two_pair"
"Hand: 559JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 33455, jokers: 0, comb: two_pair"
"Hand: 33455, jokers: 0, comb: two_pair --> two_pair"
"Hand: 999KQ, jokers: 0, comb: three_kind"
"Hand: 999KQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 8QQQT, jokers: 0, comb: three_kind"
"Hand: 8QQQT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2577J, jokers: 1, comb: one_pair"
